web_scraper_order,web_scraper_start_url,categories,categories_href,category_name,category_description,category_emoji_list,category_emoji_list_href,emoji,emoji_name,emoji_description
"1573458128-9820","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📜 Scroll","https://emojipedia.org/scroll/","📜","Scroll","An ancient scroll, unrolled to reveal text on papyrus or parchment paper. May be used to represent the study of history or official documents, such as a diploma.
Many platforms indicate text with dark lines. WhatsApp’s design includes wooden rollers. Apple’s design features an easter egg, script of text from its 1997–2002 Crazy Ones/Think Different ad campaign:
…rebels. The troublemakers. The round pegs in the square holes. The ones who see things differently. They're not fond of rules. And they have no respect for the status quo. You can quote them, disagree with them, glorify or vilify them. About the only thing you can't do is ignore…

Scroll was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573459018-10248","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","⚡ High Voltage","https://emojipedia.org/high-voltage-sign/","⚡","High Voltage","A symbol for high voltage, as warns against injury from electricity. Depicted as a jagged yellow bolt.
Commonly used to represent lightning, electricity, and various flashes. Also used to represent metaphorical energy and signal attention online.
Samsung’s bolt was previously white on a blue square, as an icon for high voltage.

High Voltage was approved as part of Unicode 4.0 in 2003
under the name “High Voltage Sign”
and added to Emoji 1.0 in 2015.
"
"1573459407-10436","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👙 Bikini","https://emojipedia.org/bikini/","👙","Bikini","A two-piece bikini, worn at the beach, pool, or on vacation at a tropical destination.
Shown in a variety of colors and patterns across different platforms.

Bikini was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458534-10016","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🏟 Stadium","https://emojipedia.org/stadium/","🏟️","️ Stadium","A large capacity stadium, featuring a large amount of seating for sporting fans, or people attending other shows hosted by the stadium.

Stadium was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015."
"1573456818-9344","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇮🇲 Flag: Isle of Man","https://emojipedia.org/flag-for-isle-of-man/","🇮🇲","🇲 Flag: Isle of Man","The flag for Isle of Man, which may show as the letters IM on some platforms.
The Flag: Isle of Man emoji is a sequence of the 🇮 Regional Indicator Symbol Letter I and 🇲 Regional Indicator Symbol Letter M emojis.
These display as a single emoji on supported platforms.

Flag: Isle of Man was added to Emoji 1.0 in 2015."
"1573456832-9350","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇭🇹 Flag: Haiti","https://emojipedia.org/flag-for-haiti/","🇭🇹","🇹 Flag: Haiti","The flag for Haiti, which may show as the letters HT on some platforms.
The Flag: Haiti emoji is a sequence of the 🇭 Regional Indicator Symbol Letter H and 🇹 Regional Indicator Symbol Letter T emojis.
These display as a single emoji on supported platforms.

Flag: Haiti was added to Emoji 1.0 in 2015."
"1573459839-10646","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👁 Eye","https://emojipedia.org/eye/","👁️","️ Eye","A single human eye, looking forward. This eye is in a different shape and style to the pair of eyes, which are more rounded, and looking to one side.

Eye was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015."
"1573457910-9714","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🗿 Moai","https://emojipedia.org/moyai/","🗿","Moai","A moai, one of the famed, giant stone statues of human figures on Easter Island. Depicted as a gray stone carving of a stylized human head with a prominent brow and nose, most often facing left.
Sometimes used for various idiosyncratic purposes, such as conveying a stoic, deadpan, or silly expression.
Its official Unicode name of Moyai and inclusion in early Japanese emoji sets, such as from au by KDDI, suggest the emoji may represent the Moyai Statue near Shibuya Station in Tokyo, Japan; previous designs from Google and Microsoft resemble the Tokyo statue. Other Tokyo landmarks are represented in 🗼 Tokyo Tower and, formerly, Shibuya 109.

Moai was approved as part of Unicode 6.0 in 2010
under the name “Moyai”
and added to Emoji 1.0 in 2015."
"1573458067-9790","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🖋 Fountain Pen","https://emojipedia.org/lower-left-fountain-pen/","🖋️","️ Fountain Pen","A black fountain pen with a silver nib, as used for signing important documents. Often depicted with gold hardware. Positioned at a 45° angle with its tip at the lower left. Like ✒️ Black Nib, commonly used for various content concerning writing, drawing, and signing (e.g., laws, deals, in sports).
Apple and Twitter feature the same designs as their ✒️ Black Nib, but with their tips angled to the lower left.

Fountain Pen was approved as part of Unicode 7.0 in 2014
under the name “Lower Left Fountain Pen”
and added to Emoji 1.0 in 2015."
"1573459960-10705","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","💩 Pile of Poo","https://emojipedia.org/pile-of-poo/","💩","Pile of Poo","A swirl of brown poop, shaped like soft-serve ice cream with large, excited eyes and a big, friendly smile.
May be used to represent feces and other bathroom topics as well as stand in for their many related slang terms. It also enjoys a wide range of idiosyncratic applications, such as conveying a sense of whimsy or silliness, given its fun, happy expression.
Microsoft and Google previously depicted a literal pile of feces, Google’s design featuring stink lines and flies hovering above it.
Available as an Apple Animoji.

Pile of Poo was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458419-9960","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🚐 Minibus","https://emojipedia.org/minibus/","🚐","Minibus","A small bus or minivan designed to carry fewer people than a full-sized bus. Displayed in white on most platforms (green on Facebook).

Minibus was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573456532-9212","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇺🇾 Flag: Uruguay","https://emojipedia.org/flag-for-uruguay/","🇺🇾","🇾 Flag: Uruguay","The flag for Uruguay, which may show as the letters UY on some platforms.
The Flag: Uruguay emoji is a sequence of the 🇺 Regional Indicator Symbol Letter U and 🇾 Regional Indicator Symbol Letter Y emojis.
These display as a single emoji on supported platforms.

Flag: Uruguay was added to Emoji 1.0 in 2015."
"1573459590-10525","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🧚‍♀️ Woman Fairy","https://emojipedia.org/woman-fairy/","🧚‍♀️","‍♀️ Woman Fairy","The Woman Fairy emoji is a sequence of the 🧚 Fairy and ♀ Female Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Woman Fairy was added to Emoji 5.0 in 2017."
"1573457699-9613","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","↕ Up-Down Arrow","https://emojipedia.org/up-down-arrow/","↕️","Up-Down Arrow","A vertical line with arrowheads on both ends, pointing up and down.

Up-Down Arrow was approved as part of Unicode 1.1 in 1993
under the name “Up Down Arrow”
and added to Emoji 1.0 in 2015."
"1573458824-10155","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","🍔
Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🥧 Pie","https://emojipedia.org/pie/","🥧","Pie","A baked dish with a pastry crust, filled with sweet or savory ingredients. Appearance widely varies by platform. Apple depicts a whole pie in a tin, its crimped crust scored to let out steam. Google shows a slice of pumpkin pie as served at Thanksgiving, WhatsApp and Twitter a slice of cherry pie.

Pie was approved as part of Unicode 10.0 in 2017
and added to Emoji 5.0 in 2017."
"1573459370-10418","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","⛑ Rescue Worker’s Helmet","https://emojipedia.org/helmet-with-white-cross/","⛑️","Rescue Worker’s Helmet","A construction helmet, which is worn by the construction worker emoji in some emoji sets.
The cross on the helmet (shown in the Apple version of this emoji) is used in Japan as a safety reminder in construction zones. It is also commonly seen on the Met helmet in the game Mega Man.

Rescue Worker’s Helmet was approved as part of Unicode 5.2 in 2009
under the name “Helmet With White Cross”
 and added to Emoji 1.0 in 2015."
"1573457986-9751","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🔫 Pistol","https://emojipedia.org/pistol/","🔫","Pistol","A squirt gun (water pistol), as used to spray water for fun.
On major platforms, depicted as a green or orange toy gun with an orange tip and barrel pointed left. Google, Microsoft, and Facebook’s designs include mounted reservoirs.
Originally depicted as a classic handgun, as a revolver or other pistol. In 2016, Apple switched its design from weapon to toy; other major vendors followed suit by 2018. Deprecated emoji sets or smaller platforms still display the emoji as a handgun.
Microsoft initially displayed the emoji as a toy ray gun before switching to a revolver, then squirt gun. Google once featured a blunderbuss.

Pistol was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.


🚩 Appearance differs greatly cross-platform. Use with caution."
"1573456869-9368","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇬🇬 Flag: Guernsey","https://emojipedia.org/flag-for-guernsey/","🇬🇬","🇬 Flag: Guernsey","The flag for Guernsey, which may show as the letters GG on some platforms.
The Flag: Guernsey emoji is a sequence of the 🇬 Regional Indicator Symbol Letter G and 🇬 Regional Indicator Symbol Letter G emojis.
These display as a single emoji on supported platforms.

Flag: Guernsey was added to Emoji 1.0 in 2015."
"1573459695-10576","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👨‍🔬 Man Scientist","https://emojipedia.org/male-scientist/","👨‍🔬","‍🔬 Man Scientist","The Man Scientist emoji is a sequence of the 👨 Man and 🔬 Microscope emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Man Scientist was added to Emoji 4.0 in 2016."
"1573459849-10651","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👃 Nose","https://emojipedia.org/nose/","👃","Nose","A human nose. May be used to indicate smelling, or something that smells.

Nose was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458686-10089","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽
Activity","Emojis for sports, music, the arts, hobbies and other activities.","🤹 Person Juggling","https://emojipedia.org/juggling/","🤹","Person Juggling","A person juggling between three and five colored balls. The person shown in this emoji generally has the appearance of a man, and wears a hat on most major platforms.

Person Juggling was approved as part of Unicode 9.0 in 2016
under the name “Juggling”
and added to Emoji 3.0 in 2016."
"1573459757-10606","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🙋 Person Raising Hand","https://emojipedia.org/happy-person-raising-one-hand/","🙋","Person Raising Hand","A person with its hand in the air, as if it wants to ask or answer a question.
Generally displayed as a woman, but is not defined as one particular gender. Previously showed a blob-like gender-inclusive character in the Google artwork.

Person Raising Hand was approved as part of Unicode 6.0 in 2010
under the name “Happy Person Raising One Hand”
and added to Emoji 1.0 in 2015."
"1573459357-10413","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","🙉 Hear-No-Evil Monkey","https://emojipedia.org/hear-no-evil-monkey/","🙉","Hear-No-Evil Monkey","The hear no evil monkey, called Kikazaru (Japanese for “hear not”), one of the Three Wise Monkeys. Depicted as the brown 🐵 Monkey Face with tan or pinkish hands covering its ears.
The Three Wise Monkeys represent the proverb see no evil, hear no evil, speak no evil, frequently interpreted as a call to discretion or figure for willful ignorance.
Often used as a playful way to convey I can’t believe what I’m hearing! or, more generally, express astonishment or disbelief.
Google’s design features scrunched, X-shaped eyes.
See also 🙈 See-No-Evil Monkey and 🙊 Speak-No-Evil Monkey.

Hear-No-Evil Monkey was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458758-10124","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽
Activity","Emojis for sports, music, the arts, hobbies and other activities.","🏌 Person Golfing","https://emojipedia.org/golfer/","🏌️","️ Person Golfing","A person swinging a golf club, attempting to hit a golf ball toward the flag on the green.

Person Golfing was approved as part of Unicode 7.0 in 2014
under the name “Golfer”
and added to Emoji 1.0 in 2015."
"1573457093-9455","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🏳️‍🌈 Rainbow Flag","https://emojipedia.org/rainbow-flag/","🏳️‍🌈","️‍🌈 Rainbow Flag","A flag with six colors of the rainbow, generally including red, orange, yellow, green, blue and purple. Commonly used by the LGBT movement as a gay pride flag, or simply pride flag.
In February 2019 misinformation was spread about a so-called ""anti-lgbt emoji"" which can be created using a combining character to show a black and white glyph like 🚫 on top of the rainbow flag. This is possible with any emoji on supported platforms, in the same way keycaps are combining characters.
The Rainbow Flag emoji is a sequence of the 🏳 Waving White Flag and 🌈 Rainbow emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Rainbow Flag was added to Emoji 4.0 in 2016."
"1573459872-10662","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👐 Open Hands","https://emojipedia.org/open-hands-sign/","👐","Open Hands","Two open hands, representing openness. Sometimes used as a hug, or as a display of jazz hands.

Open Hands was approved as part of Unicode 6.0 in 2010
under the name “Open Hands Sign”
and added to Emoji 1.0 in 2015."
"1573457972-9744","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🔗 Link","https://emojipedia.org/link-symbol/","🔗","Link","Two links of a silver chain, positioned at a 45° angle. Used as an icon for a hyperlink on computers and the internet. May also be used for metaphorical connections.
Not to be confused with ⛓️Chains, 📎 Paperclip, 🖇️ Linked Paperclips, or 🧷 Safety Pin.

Link was approved as part of Unicode 6.0 in 2010
under the name “Link Symbol”
and added to Emoji 1.0 in 2015."
"1573456516-9205","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇻🇳 Flag: Vietnam","https://emojipedia.org/flag-for-vietnam/","🇻🇳","🇳 Flag: Vietnam","The flag for Vietnam, which may show as the letters VN on some platforms.
The Flag: Vietnam emoji is a sequence of the 🇻 Regional Indicator Symbol Letter V and 🇳 Regional Indicator Symbol Letter N emojis.
These display as a single emoji on supported platforms.

Flag: Vietnam was added to Emoji 1.0 in 2015."
"1573459600-10530","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🧙 Mage","https://emojipedia.org/mage/","🧙","Mage","Mage was approved as part of Unicode 10.0 in 2017
and added to Emoji 5.0 in 2017."
"1573459864-10658","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","✍ Writing Hand","https://emojipedia.org/writing-hand/","✍️","Writing Hand","A right hand holding a pen or pencil and writing. Shown with a blue pen on all platforms except Apple which has a black pen.

Writing Hand was approved as part of Unicode 1.1 in 1993
and added to Emoji 1.0 in 2015."
"1573456572-9229","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇹🇭 Flag: Thailand","https://emojipedia.org/flag-for-thailand/","🇹🇭","🇭 Flag: Thailand","The flag for Thailand, which may show as the letters TH on some platforms.
The Flag: Thailand emoji is a sequence of the 🇹 Regional Indicator Symbol Letter T and 🇭 Regional Indicator Symbol Letter H emojis.
These display as a single emoji on supported platforms.

Flag: Thailand was added to Emoji 1.0 in 2015."
"1573457791-9657","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","♣ Club Suit","https://emojipedia.org/black-club-suit/","♣️","Club Suit","A club symbol emoji, which is used in card games for the clubs suit.

Club Suit was approved as part of Unicode 1.1 in 1993
under the name “Black Club Suit”
and added to Emoji 1.0 in 2015."
"1573459005-10242","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","💧 Droplet","https://emojipedia.org/droplet/","💧","Droplet","A single, light blue droplet, as of water, sweat, or tears.
May be used for various types of liquid. May also be used to expression sadness, as in 😢 Crying Face, or for various liquid-based slang expressions (e.g., drip, “exceptional style, swagger"").
Not to be confused with 💦 Sweat Droplets, though their applications may overlap.

Droplet was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573459326-10398","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","🐱 Cat Face","https://emojipedia.org/cat-face/","🐱","Cat Face","Meow! A friendly, cartoon-styled face of a cat, looking straight ahead. Generally depicted as a yellowish-orange cat face with pointed ears and whiskers.
May be used with a more affectionate tone than the full-bodied 🐈 Cat, though their applications generally overlap.
Available as an Apple Animoji.
Vendors implement the same or similar cat in their 🐈 Cat as well as in their cat-faced variants of smileys:

😼 Cat Face With Wry Smile
😹 Cat Face With Tears of Joy
🙀 Weary Cat Face
😾 Pouting Cat Face
😿 Crying Cat Face
😻 Smiling Cat Face With Heart-Eyes
😺 Grinning Cat Face
😸 Grinning Cat Face With Smiling Eyes
😽 Kissing Cat Face

Google’s cat face was previously orange, Samsung’s gray, and Facebook’s once gray and white. Included in the earliest Japanese emoji sets from Softbank, Docomo, and au by KDDI.

Cat Face was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458668-10080","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽
Activity","Emojis for sports, music, the arts, hobbies and other activities.","🎟 Admission Tickets","https://emojipedia.org/admission-tickets/","🎟️","️ Admission Tickets","A ticket or tickets to an event that may say ""Admit One"" on the front. Shown in pink or yellow on most platforms.

Admission Tickets was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015."
"1573457066-9442","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇦🇷 Flag: Argentina","https://emojipedia.org/flag-for-argentina/","🇦🇷","🇷 Flag: Argentina","The flag for Argentina, which may show as the letters AR on some platforms.
The Flag: Argentina emoji is a sequence of the 🇦 Regional Indicator Symbol Letter A and 🇷 Regional Indicator Symbol Letter R emojis.
These display as a single emoji on supported platforms.

Flag: Argentina was added to Emoji 1.0 in 2015."
"1573456853-9360","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇬🇷 Flag: Greece","https://emojipedia.org/flag-for-greece/","🇬🇷","🇷 Flag: Greece","The flag for Greece, which may show as the letters GR on some platforms.
The Flag: Greece emoji is a sequence of the 🇬 Regional Indicator Symbol Letter G and 🇷 Regional Indicator Symbol Letter R emojis.
These display as a single emoji on supported platforms.

Flag: Greece was added to Emoji 1.0 in 2015."
"1573459609-10534","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🦸‍♀️ Woman Superhero","https://emojipedia.org/woman-superhero/","🦸‍♀️","‍♀️ Woman Superhero","The Woman Superhero emoji is a sequence of the 🦸 Superhero and ♀ Female Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Woman Superhero was added to Emoji 11.0 in 2018."
"1573457139-9476","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","⬜ White Large Square","https://emojipedia.org/white-large-square/","⬜","White Large Square","White Large Square was approved as part of Unicode 5.1 in 2008
and added to Emoji 1.0 in 2015."
"1573459281-10376","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","🐪 Camel","https://emojipedia.org/dromedary-camel/","🐪","Camel","A dromedary camel, a long-necked mammal with one large hump on its back. Depicted in light or yellowish brown in full profile on all fours facing left.
Not to be confused with 🐫 Two-Hump Camel (Bactrian), though their applications generally overlap.
May be used in association with deserts, the Middle East, and Wednesday (Hump Day).
Samsung’s design features a camel with a shaggy head of hair and slight smile. Google’s design previously featured a blanket on its back, as for transport.

Camel was approved as part of Unicode 6.0 in 2010
under the name “Dromedary Camel”
and added to Emoji 1.0 in 2015."
"1573459919-10685","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🖐 Hand With Fingers Splayed","https://emojipedia.org/raised-hand-with-fingers-splayed/","🖐️","️ Hand With Fingers Splayed","A raised hand with a part between each finger and the thumb. Held up in a manner that may indicate the number five. Similar to a waving hand, without any motion.
Currently only supported in Windows 10.

Hand With Fingers Splayed was approved as part of Unicode 7.0 in 2014
under the name “Raised Hand With Fingers Splayed”
and added to Emoji 1.0 in 2015.
"
"1573456485-9192","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🏴󠁵󠁳󠁴󠁸󠁿 Flag for Texas (US-TX)","https://emojipedia.org/flag-for-texas-ustx/","🏴󠁵󠁳󠁴󠁸󠁿","󠁵󠁳󠁴󠁸󠁿 Flag for Texas (US-TX)","The Flag for Texas (US-TX) emoji is a sequence of the 🏴 Waving Black Flag, 󠁵 Tag Latin Small Letter U, 󠁳 Tag Latin Small Letter S, 󠁴 Tag Latin Small Letter T, 󠁸 Tag Latin Small Letter X and 󠁿 Cancel Tag emojis.
These display as a single emoji on supported platforms.



 
Copy and paste this emoji:

Copy


🚩 This Flag Sequence has not been Recommended For General Interchange (RGI) by Unicode. Expect limited cross-platform support."
"1573459703-10580","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👨‍🏭 Man Factory Worker","https://emojipedia.org/male-factory-worker/","👨‍🏭","‍🏭 Man Factory Worker","The Man Factory Worker emoji is a sequence of the 👨 Man and 🏭 Factory emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Man Factory Worker was added to Emoji 4.0 in 2016."
"1573458026-9770","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🖇 Linked Paperclips","https://emojipedia.org/linked-paperclips/","🖇️","️ Linked Paperclips","Two or more silver paper clips linked together, generally forming an inverted V. Microsoft’s design displays three paper clips.
Occasionally used to represent school/office supplies or metaphorical connections. Also sometimes used as an icon before a hyperlink.
Not to be confused with 🔗 Link or ⛓️ Chains.

Linked Paperclips was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015."
"1573458550-10024","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","⛰ Mountain","https://emojipedia.org/mountain/","⛰️","Mountain","A mountain shown with two peaks and blue sky. Similar to the snow capped mountain emoji.

Mountain was approved as part of Unicode 5.2 in 2009
and added to Emoji 1.0 in 2015."
"1573458133-9822","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📓 Notebook","https://emojipedia.org/notebook/","📓","Notebook","A dark-colored, hardcover notebook, as used to write or take notes in school. Commonly used for various content concerning writing and schooling.
Several platforms, including Apple, feature a cover with black-and-white marbling, evoking a classic composition book used in the U.S. Apple's design displays Notes on its cover. Google, Microsoft, and Samsung’s covers were previously yellow or brown.

Notebook was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573459310-10390","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","🦄 Unicorn","https://emojipedia.org/unicorn-face/","🦄","Unicorn","The face of a unicorn, a mythical creature in the form of a white horse with a single, long horn on its forehead. Generally depicted as a white horse head facing left with a pink or purple mane and a yellow or rainbow-colored horn.
In addition to the mythical unicorn, may be used to convey whimsy, fantasy, uniqueness, specialness, peace, and love. Often used for various content related to the LGBTQ community, thanks in part to its rainbow colors on many platforms. Also often used in association with “unicorn” startups. Sometimes used as a rainbow or holographic accent color.
Vendors implement the emoji with the same or similar design as 🐴 Horse Face, but with colorful hair and a horn.
Available as an Apple Animoji.
WhatsApp’s unicorn is facing right. Google’s unicorn previously had a brown mane, Samsung’s a pink mane. Twitter’s unicorn was previously purple-colored with a blue mane.

Unicorn was approved as part of Unicode 8.0 in 2015
under the name “Unicorn Face”
and added to Emoji 1.0 in 2015."
